tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada,provinia
Homicidio,2021,Septiembre,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,18-24,Objeto Contundente,panamá
Homicidio,2021,Septiembre,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,25-29,Arma Blanca,colón
Homicidio,2021,Septiembre,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,15-17,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,15-17,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,25-29,Arma Blanca,colón
Homicidio,2021,Septiembre,Colón,No disponible,40-44,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,15-17,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2021,Septiembre,Colón,No disponible,40-44,Arma de Fuego,colón
Homicidio,2021,Septiembre,Chiriquí,No disponible,30-34,Arma de Fuego,chiriquí
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,30-34,Arma de Fuego,panamá oeste
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,45-49,Arma de Fuego,panamá oeste
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,40-44,Arma de Fuego,panamá oeste
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,25-29,Arma de Fuego,panamá oeste
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,30-34,Arma de Fuego,panamá oeste
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,25-29,Arma Blanca,panamá oeste
Homicidio,2021,Septiembre,Panamá Oeste,No disponible,0-4,No disponible,panamá oeste
Homicidio,2021,Septiembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Septiembre,Los Santos,No disponible,50-54,Arma de Fuego,los santos
Homicidio,2021,Octubre,Panamá Oeste,No disponible,40-44,Arma de Fuego,panamá oeste
Homicidio,2021,Octubre,Panamá Oeste,No disponible,35-39,Arma Blanca,panamá oeste
Homicidio,2021,Octubre,Panamá Oeste,No disponible,65-69,Arma Blanca,panamá oeste
Homicidio,2021,Octubre,Panamá Oeste,No disponible,25-29,Arma de Fuego,panamá oeste
Homicidio,2021,Octubre,Colón,No disponible,40-44,Arma de Fuego,colón
Homicidio,2021,Octubre,Colón,No disponible,50-54,Arma Blanca,colón
Homicidio,2021,Octubre,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2021,Octubre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,45-49,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,0-4,Objeto Contundente,panamá
Homicidio,2021,Octubre,Panamá,No disponible,30-34,Arma Blanca,panamá
Homicidio,2021,Octubre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,45-49,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,25-29,Objeto Contundente,panamá
Homicidio,2021,Octubre,Panamá,No disponible,40-44,Arma Blanca,panamá
Homicidio,2021,Octubre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma Blanca,panamá
Homicidio,2021,Octubre,Panamá,No disponible,30-34,Arma Blanca,panamá
Homicidio,2021,Octubre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Octubre,Panamá,No disponible,18-24,Arma Blanca,panamá
Homicidio,2021,Octubre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Octubre,Chiriquí,No disponible,45-49,Objeto Contundente,chiriquí
Homicidio,2021,Octubre,Chiriquí,No disponible,30-34,Arma Blanca,chiriquí
Homicidio,2021,Octubre,Chiriquí,No disponible,18-24,Arma de Fuego,chiriquí
Homicidio,2021,Octubre,Chiriquí,No disponible,25-29,Arma de Fuego,chiriquí
Homicidio,2021,Octubre,Los Santos,No disponible,70-74,Asfixia Mecánica,los santos
Homicidio,2021,Octubre,Darién,No disponible,No disponible,Arma Blanca,darién
Homicidio,2021,Octubre,Darién,No disponible,No disponible,Arma Blanca,darién
Homicidio,2021,Octubre,Coclé,No disponible,65-69,Asfixia Mecánica,coclé
Homicidio,2021,Octubre,Coclé,No disponible,55-59,Asfixia Mecánica,coclé
Homicidio,2021,Octubre,Veraguas,No disponible,No disponible,No disponible,veraguas
Homicidio,2021,Octubre,Bocas Del Toro,No disponible,35-39,No disponible,bocas del toro
Homicidio,2021,Noviembre,Panamá Oeste,No disponible,30-34,Arma de Fuego,panamá oeste
Homicidio,2021,Noviembre,Panamá Oeste,No disponible,40-44,Arma de Fuego,panamá oeste
Homicidio,2021,Noviembre,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2021,Noviembre,Panamá Oeste,No disponible,No disponible,Arma de Fuego,panamá oeste
Homicidio,2021,Noviembre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,45-49,Arma Blanca,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,60-64,Asfixia Mecánica,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,10-14,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,50-54,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Noviembre,Colón,No disponible,45-49,Arma de Fuego,colón
Homicidio,2021,Noviembre,Colón,No disponible,No disponible,Arma de Fuego,colón
Homicidio,2021,Noviembre,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2021,Noviembre,Chiriquí,No disponible,55-59,Arma Blanca,chiriquí
Homicidio,2021,Noviembre,Chiriquí,No disponible,65-69,Arma Blanca,chiriquí
Homicidio,2021,Noviembre,Chiriquí,No disponible,60-64,Arma de Fuego,chiriquí
Homicidio,2021,Noviembre,Chiriquí,No disponible,55-59,Arma Blanca,chiriquí
Homicidio,2021,Noviembre,Los Santos,No disponible,25-29,Asfixia Mecánica,los santos
Homicidio,2021,Noviembre,Bocas Del Toro,No disponible,35-39,Arma de Fuego,bocas del toro
Homicidio,2021,Diciembre,Panamá,No disponible,65-69,Arma Blanca,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,18-24,Arma Blanca,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,0-4,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,50-54,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,10-14,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,No disponible,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,40-44,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,40-44,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,18-24,Arma Blanca,colón
Homicidio,2021,Diciembre,Colón,No disponible,45-49,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,40-44,Arma de Fuego,colón
Homicidio,2021,Diciembre,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2021,Diciembre,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2021,Diciembre,Panamá Oeste,No disponible,No disponible,Arma de Fuego,panamá oeste
Homicidio,2021,Diciembre,Panamá Oeste,No disponible,No disponible,Arma de Fuego,panamá oeste
Homicidio,2021,Diciembre,Chiriquí,No disponible,45-49,Arma de Fuego,chiriquí
Homicidio,2021,Diciembre,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,45-49,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,45-49,Arma Blanca,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Panamá,No disponible,45-49,Arma de Fuego,panamá
Homicidio,2021,Diciembre,Coclé,No disponible,18-24,Arma de Fuego,coclé
Homicidio,2021,Diciembre,Veraguas,No disponible,45-49,Arma Blanca,veraguas
Homicidio,2022,Enero,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Enero,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Enero,Chiriquí,No disponible,25-29,Arma de Fuego,chiriquí
Homicidio,2022,Enero,Chiriquí,No disponible,40-44,No disponible,chiriquí
Homicidio,2022,Enero,Chiriquí,No disponible,40-44,Arma de Fuego,chiriquí
Homicidio,2022,Enero,Chiriquí,No disponible,35-39,Arma de Fuego,chiriquí
Homicidio,2022,Enero,Colón,No disponible,50-54,Arma de Fuego,colón
Homicidio,2022,Enero,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2022,Enero,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2022,Enero,Colón,No disponible,25-29,Arma Blanca,colón
Homicidio,2022,Enero,Colón,No disponible,60-64,Arma de Fuego,colón
Homicidio,2022,Enero,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2022,Enero,Colón,No disponible,0-4,Objeto Contundente,colón
Homicidio,2022,Enero,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2022,Enero,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2022,Enero,Panamá Oeste,No disponible,25-29,Arma de Fuego,panamá oeste
Homicidio,2022,Enero,Panamá,No disponible,30-34,Arma Blanca,panamá
Homicidio,2022,Enero,Panamá,No disponible,40-44,Arma Blanca,panamá
Homicidio,2022,Enero,Panamá,No disponible,80 y más,Objeto Contundente,panamá
Homicidio,2022,Enero,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Enero,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Enero,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Enero,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Enero,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Enero,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Enero,Panamá,No disponible,65-69,Asfixia Mecánica,panamá
Homicidio,2022,Enero,Panamá,No disponible,60-64,Objeto Contundente,panamá
Homicidio,2022,Enero,Panamá,No disponible,10-14,Arma de Fuego,panamá
Homicidio,2022,Febrero,Bocas Del Toro,No disponible,18-24,Arma de Fuego,bocas del toro
Homicidio,2022,Febrero,Coclé,No disponible,30-34,Arma de Fuego,coclé
Homicidio,2022,Febrero,Panamá Oeste,No disponible,25-29,Arma de Fuego,panamá oeste
Homicidio,2022,Febrero,Panamá Oeste,No disponible,40-44,Arma de Fuego,panamá oeste
Homicidio,2022,Febrero,Panamá,No disponible,0-4,Objeto Contundente,panamá
Homicidio,2022,Febrero,Panamá,No disponible,55-59,No disponible,panamá
Homicidio,2022,Febrero,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Febrero,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2022,Febrero,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2022,Febrero,Colón,No disponible,40-44,Arma de Fuego,colón
Homicidio,2022,Febrero,Colón,No disponible,No disponible,Arma de Fuego,colón
Homicidio,2022,Febrero,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2022,Febrero,Colón,No disponible,40-44,Arma Blanca,colón
Homicidio,2022,Febrero,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2022,Febrero,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2022,Febrero,Colón,No disponible,50-54,Arma de Fuego,colón
Homicidio,2022,Febrero,Colón,No disponible,55-59,Arma de Fuego,colón
Homicidio,2022,Febrero,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,55-59,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Febrero,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Enero,Darién,No disponible,55-59,Arma Blanca,darién
Homicidio,2022,Febrero,Comarca Emberá Wounaan,No disponible,18-24,Arma de Fuego,comarca emberá wounaan
Homicidio,2022,Febrero,Comarca Emberá Wounaan,No disponible,30-34,Arma de Fuego,comarca emberá wounaan
Homicidio,2022,Febrero,Darién,No disponible,25-29,Arma Blanca,darién
Homicidio,2022,Febrero,Chiriquí,No disponible,40-44,Arma de Fuego,chiriquí
Homicidio,2022,Marzo,Chiriquí,No disponible,10-14,Arma Blanca,chiriquí
Homicidio,2022,Marzo,Comarca Ngäbe Buglé,No disponible,70-74,Asfixia Mecánica,comarca ngöbe buglé
Homicidio,2022,Marzo,Chiriquí,No disponible,55-59,Arma de Fuego,chiriquí
Homicidio,2022,Marzo,Panamá Oeste,No disponible,55-59,Arma Blanca,panamá oeste
Homicidio,2022,Marzo,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2022,Marzo,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2022,Marzo,Panamá Oeste,No disponible,0-4,Arma de Fuego,panamá oeste
Homicidio,2022,Marzo,Panamá Oeste,No disponible,40-44,Intoxicación,panamá oeste
Homicidio,2022,Marzo,Colón,No disponible,10-14,Arma Blanca,colón
Homicidio,2022,Marzo,Colón,No disponible,10-14,Arma de Fuego,colón
Homicidio,2022,Marzo,Colón,No disponible,15-17,No disponible,colón
Homicidio,2022,Marzo,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2022,Marzo,Colón,No disponible,15-17,Arma de Fuego,colón
Homicidio,2022,Marzo,Colón,No disponible,55-59,Arma de Fuego,colón
Homicidio,2022,Marzo,Colón,No disponible,50-54,Arma de Fuego,colón
Homicidio,2022,Marzo,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2022,Marzo,Panamá,No disponible,45-49,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,70-74,Arma Blanca,panamá
Homicidio,2022,Marzo,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Marzo,Panamá,No disponible,15-17,Asfixia Mecánica,panamá
Homicidio,2022,Marzo,Panamá,No disponible,50-54,Arma Blanca,panamá
Homicidio,2022,Marzo,Veraguas,No disponible,30-34,Arma Blanca,veraguas
Homicidio,2022,Marzo,Chiriquí,No disponible,50-54,Arma de Fuego,chiriquí
Homicidio,2022,Marzo,Darién,No disponible,30-34,Arma Blanca,darién
Homicidio,2022,Marzo,Darién,No disponible,25-29,Arma Blanca,darién
Homicidio,2022,Marzo,Darién,No disponible,No disponible,Arma Blanca,darién
Homicidio,2022,Abril,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,10-14,Arma Blanca,panamá
Homicidio,2022,Abril,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,35-39,Arma Blanca,panamá
Homicidio,2022,Abril,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá,No disponible,35-39,Arma Blanca,panamá
Homicidio,2022,Abril,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2022,Abril,Colón,No disponible,18-24,Arma Blanca,colón
Homicidio,2022,Abril,Colón,No disponible,60-64,Arma Blanca,colón
Homicidio,2022,Abril,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2022,Abril,Colón,No disponible,30-34,No disponible,colón
Homicidio,2022,Abril,Comarca Ngäbe Buglé,No disponible,18-24,Arma Blanca,comarca ngöbe buglé
Homicidio,2022,Abril,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2022,Abril,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2022,Abril,Panamá Oeste,No disponible,45-49,Arma de Fuego,panamá oeste
Homicidio,2022,Abril,Panamá Oeste,No disponible,35-39,Arma Blanca,panamá oeste
Homicidio,2022,Abril,Panamá Oeste,No disponible,30-34,No disponible,panamá oeste
Homicidio,2022,Abril,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2022,Abril,Chiriquí,No disponible,35-39,No disponible,chiriquí
Homicidio,2022,Abril,Comarca Ngäbe Buglé,No disponible,18-24,Arma de Fuego,comarca ngöbe buglé
Homicidio,2022,Abril,Comarca Ngäbe Buglé,No disponible,18-24,Arma Blanca,comarca ngöbe buglé
Homicidio,2022,Abril,Los Santos,No disponible,40-44,No disponible,los santos
Homicidio,2022,Abril,Chiriquí,No disponible,18-24,Objeto Contundente,chiriquí
Homicidio,2022,Mayo,Veraguas,No disponible,25-29,Arma de Fuego,veraguas
Homicidio,2022,Mayo,Coclé,No disponible,60-64,Arma de Fuego,coclé
Homicidio,2022,Mayo,Coclé,No disponible,50-54,Arma de Fuego,coclé
Homicidio,2022,Mayo,Coclé,No disponible,45-49,Arma Blanca,coclé
Homicidio,2022,Mayo,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Mayo,Panamá,No disponible,50-54,Arma de Fuego,panamá
Homicidio,2022,Mayo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2022,Mayo,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2022,Mayo,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2022,Mayo,Panamá,No disponible,30-34,No disponible,panamá
Homicidio,2022,Mayo,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2022,Mayo,Panamá,No disponible,30-34,Arma de Fuego,panamá
